id;rating;comment;review_date
1;5;../fake-data/blob/hipster.txt;2024-10-21T15:00:17
2;4;../fake-data/blob/hipster.txt;2024-10-21T13:01:54
3;2;../fake-data/blob/hipster.txt;2024-10-20T19:14:19
4;2;../fake-data/blob/hipster.txt;2024-10-21T08:01:07
5;3;../fake-data/blob/hipster.txt;2024-10-20T16:48:13
6;3;../fake-data/blob/hipster.txt;2024-10-21T04:37:49
7;5;../fake-data/blob/hipster.txt;2024-10-21T12:04:31
8;2;../fake-data/blob/hipster.txt;2024-10-21T07:51:21
9;1;../fake-data/blob/hipster.txt;2024-10-21T07:09:35
10;1;../fake-data/blob/hipster.txt;2024-10-21T09:41:15
