id;rating;comment;review_date
1;3;../fake-data/blob/hipster.txt;2024-10-20T17:45:18
2;3;../fake-data/blob/hipster.txt;2024-10-21T11:25:08
3;1;../fake-data/blob/hipster.txt;2024-10-21T07:27:50
4;2;../fake-data/blob/hipster.txt;2024-10-20T23:31:13
5;2;../fake-data/blob/hipster.txt;2024-10-20T22:27:55
6;3;../fake-data/blob/hipster.txt;2024-10-21T10:26:55
7;1;../fake-data/blob/hipster.txt;2024-10-20T23:47:44
8;2;../fake-data/blob/hipster.txt;2024-10-21T02:18:18
9;2;../fake-data/blob/hipster.txt;2024-10-21T10:16:18
10;1;../fake-data/blob/hipster.txt;2024-10-21T04:10:25
