id;rating;comment;review_date
1;2;../fake-data/blob/hipster.txt;2024-10-21T11:54:47
2;3;../fake-data/blob/hipster.txt;2024-10-21T08:43:07
3;4;../fake-data/blob/hipster.txt;2024-10-21T01:06:57
4;3;../fake-data/blob/hipster.txt;2024-10-21T12:32:15
5;1;../fake-data/blob/hipster.txt;2024-10-20T20:00:08
6;1;../fake-data/blob/hipster.txt;2024-10-21T04:44:54
7;1;../fake-data/blob/hipster.txt;2024-10-21T06:00:46
8;4;../fake-data/blob/hipster.txt;2024-10-20T18:43:26
9;4;../fake-data/blob/hipster.txt;2024-10-21T02:49:44
10;2;../fake-data/blob/hipster.txt;2024-10-21T08:07:10
