id;rating;comment;review_date
1;4;../fake-data/blob/hipster.txt;2024-10-22T19:54:41
2;2;../fake-data/blob/hipster.txt;2024-10-23T01:58:02
3;1;../fake-data/blob/hipster.txt;2024-10-23T16:03:47
4;2;../fake-data/blob/hipster.txt;2024-10-23T06:10:13
5;2;../fake-data/blob/hipster.txt;2024-10-22T19:09:24
6;3;../fake-data/blob/hipster.txt;2024-10-23T10:08:51
7;4;../fake-data/blob/hipster.txt;2024-10-23T14:52:49
8;2;../fake-data/blob/hipster.txt;2024-10-23T09:13:45
9;5;../fake-data/blob/hipster.txt;2024-10-23T15:41:38
10;5;../fake-data/blob/hipster.txt;2024-10-22T22:16:22
