id;rating;comment;review_date
1;1;../fake-data/blob/hipster.txt;2024-10-23T07:07:42
2;5;../fake-data/blob/hipster.txt;2024-10-23T00:00:27
3;3;../fake-data/blob/hipster.txt;2024-10-23T15:59:55
4;3;../fake-data/blob/hipster.txt;2024-10-23T04:13:57
5;3;../fake-data/blob/hipster.txt;2024-10-23T02:01:59
6;4;../fake-data/blob/hipster.txt;2024-10-23T01:42:56
7;5;../fake-data/blob/hipster.txt;2024-10-23T17:29:05
8;2;../fake-data/blob/hipster.txt;2024-10-23T03:36:30
9;1;../fake-data/blob/hipster.txt;2024-10-23T14:13:21
10;3;../fake-data/blob/hipster.txt;2024-10-23T02:27:50
