id;rating;comment;review_date
1;3;../fake-data/blob/hipster.txt;2024-10-23T06:15:47
2;2;../fake-data/blob/hipster.txt;2024-10-23T01:18:25
3;5;../fake-data/blob/hipster.txt;2024-10-23T14:29:37
4;3;../fake-data/blob/hipster.txt;2024-10-22T19:49:32
5;1;../fake-data/blob/hipster.txt;2024-10-23T15:57:39
6;5;../fake-data/blob/hipster.txt;2024-10-23T09:24:36
7;2;../fake-data/blob/hipster.txt;2024-10-23T13:11:30
8;1;../fake-data/blob/hipster.txt;2024-10-23T12:07:42
9;1;../fake-data/blob/hipster.txt;2024-10-23T02:14:57
10;3;../fake-data/blob/hipster.txt;2024-10-23T09:14:31
