id;rating;comment;review_date
1;3;../fake-data/blob/hipster.txt;2024-10-22T18:50:58
2;3;../fake-data/blob/hipster.txt;2024-10-23T12:30:48
3;1;../fake-data/blob/hipster.txt;2024-10-23T08:33:30
4;2;../fake-data/blob/hipster.txt;2024-10-23T00:36:53
5;2;../fake-data/blob/hipster.txt;2024-10-22T23:33:35
6;3;../fake-data/blob/hipster.txt;2024-10-23T11:32:35
7;1;../fake-data/blob/hipster.txt;2024-10-23T00:53:24
8;2;../fake-data/blob/hipster.txt;2024-10-23T03:23:58
9;2;../fake-data/blob/hipster.txt;2024-10-23T11:21:58
10;1;../fake-data/blob/hipster.txt;2024-10-23T05:16:05
