id;rating;comment;review_date
1;1;../fake-data/blob/hipster.txt;2024-10-22T20:04:54
2;1;../fake-data/blob/hipster.txt;2024-10-23T02:14:08
3;2;../fake-data/blob/hipster.txt;2024-10-23T00:53:32
4;5;../fake-data/blob/hipster.txt;2024-10-23T04:49:24
5;1;../fake-data/blob/hipster.txt;2024-10-23T02:37:08
6;5;../fake-data/blob/hipster.txt;2024-10-22T19:14:30
7;4;../fake-data/blob/hipster.txt;2024-10-23T08:26:12
8;1;../fake-data/blob/hipster.txt;2024-10-23T10:18:54
9;2;../fake-data/blob/hipster.txt;2024-10-22T21:58:13
10;1;../fake-data/blob/hipster.txt;2024-10-23T10:10:21
