id;rating;comment;review_date
1;5;../fake-data/blob/hipster.txt;2024-10-22T22:57:27
2;5;../fake-data/blob/hipster.txt;2024-10-23T04:27:10
3;2;../fake-data/blob/hipster.txt;2024-10-23T04:05:59
4;4;../fake-data/blob/hipster.txt;2024-10-23T04:38:37
5;1;../fake-data/blob/hipster.txt;2024-10-22T18:14:43
6;4;../fake-data/blob/hipster.txt;2024-10-22T23:31:47
7;1;../fake-data/blob/hipster.txt;2024-10-23T01:20:41
8;3;../fake-data/blob/hipster.txt;2024-10-23T14:43:33
9;4;../fake-data/blob/hipster.txt;2024-10-22T22:27:56
10;1;../fake-data/blob/hipster.txt;2024-10-22T23:27:35
