id;rating;comment;review_date
1;2;../fake-data/blob/hipster.txt;2024-10-23T13:30:31
2;2;../fake-data/blob/hipster.txt;2024-10-23T09:12:41
3;1;../fake-data/blob/hipster.txt;2024-10-22T21:38:20
4;5;../fake-data/blob/hipster.txt;2024-10-23T07:00:41
5;2;../fake-data/blob/hipster.txt;2024-10-23T02:12:15
6;2;../fake-data/blob/hipster.txt;2024-10-22T23:16:53
7;4;../fake-data/blob/hipster.txt;2024-10-23T08:07:35
8;4;../fake-data/blob/hipster.txt;2024-10-23T12:55:41
9;4;../fake-data/blob/hipster.txt;2024-10-23T03:46:06
10;3;../fake-data/blob/hipster.txt;2024-10-23T12:13:50
