id;rating;comment;review_date
1;2;../fake-data/blob/hipster.txt;2024-10-22T19:38:07
2;2;../fake-data/blob/hipster.txt;2024-10-23T18:00:36
3;3;../fake-data/blob/hipster.txt;2024-10-23T05:35:59
4;2;../fake-data/blob/hipster.txt;2024-10-22T22:33:05
5;3;../fake-data/blob/hipster.txt;2024-10-23T03:19:56
6;4;../fake-data/blob/hipster.txt;2024-10-23T01:00:43
7;1;../fake-data/blob/hipster.txt;2024-10-23T09:43:13
8;4;../fake-data/blob/hipster.txt;2024-10-23T07:52:20
9;4;../fake-data/blob/hipster.txt;2024-10-23T16:10:09
10;2;../fake-data/blob/hipster.txt;2024-10-22T18:47:32
