id;rating;comment;review_date
1;2;../fake-data/blob/hipster.txt;2024-10-22T19:42:11
2;1;../fake-data/blob/hipster.txt;2024-10-22T20:28:32
3;2;../fake-data/blob/hipster.txt;2024-10-23T09:07:19
4;5;../fake-data/blob/hipster.txt;2024-10-23T18:44:00
5;5;../fake-data/blob/hipster.txt;2024-10-23T08:54:46
6;4;../fake-data/blob/hipster.txt;2024-10-23T04:39:20
7;2;../fake-data/blob/hipster.txt;2024-10-23T06:47:55
8;5;../fake-data/blob/hipster.txt;2024-10-22T20:50:56
9;3;../fake-data/blob/hipster.txt;2024-10-23T01:57:22
10;1;../fake-data/blob/hipster.txt;2024-10-22T19:21:32
