id;rating;comment;review_date
1;2;../fake-data/blob/hipster.txt;2024-10-22T22:26:52
2;4;../fake-data/blob/hipster.txt;2024-10-23T01:03:03
3;1;../fake-data/blob/hipster.txt;2024-10-22T19:44:35
4;3;../fake-data/blob/hipster.txt;2024-10-22T19:59:27
5;3;../fake-data/blob/hipster.txt;2024-10-23T10:04:06
6;3;../fake-data/blob/hipster.txt;2024-10-23T02:59:50
7;4;../fake-data/blob/hipster.txt;2024-10-23T05:25:35
8;5;../fake-data/blob/hipster.txt;2024-10-23T16:08:14
9;2;../fake-data/blob/hipster.txt;2024-10-23T01:22:59
10;1;../fake-data/blob/hipster.txt;2024-10-22T23:41:44
