id;rating;comment;review_date
1;2;../fake-data/blob/hipster.txt;2024-10-23T13:01:32
2;3;../fake-data/blob/hipster.txt;2024-10-23T09:49:52
3;4;../fake-data/blob/hipster.txt;2024-10-23T02:13:42
4;3;../fake-data/blob/hipster.txt;2024-10-23T13:39:00
5;1;../fake-data/blob/hipster.txt;2024-10-22T21:06:53
6;1;../fake-data/blob/hipster.txt;2024-10-23T05:51:39
7;1;../fake-data/blob/hipster.txt;2024-10-23T07:07:31
8;4;../fake-data/blob/hipster.txt;2024-10-22T19:50:11
9;4;../fake-data/blob/hipster.txt;2024-10-23T03:56:29
10;2;../fake-data/blob/hipster.txt;2024-10-23T09:13:55
