id;rating;comment;review_date
1;1;../fake-data/blob/hipster.txt;2024-10-23T07:08:47
2;5;../fake-data/blob/hipster.txt;2024-10-23T00:01:32
3;3;../fake-data/blob/hipster.txt;2024-10-23T16:01:00
4;3;../fake-data/blob/hipster.txt;2024-10-23T04:15:02
5;3;../fake-data/blob/hipster.txt;2024-10-23T02:03:04
6;4;../fake-data/blob/hipster.txt;2024-10-23T01:44:01
7;5;../fake-data/blob/hipster.txt;2024-10-23T17:30:10
8;2;../fake-data/blob/hipster.txt;2024-10-23T03:37:35
9;1;../fake-data/blob/hipster.txt;2024-10-23T14:14:26
10;3;../fake-data/blob/hipster.txt;2024-10-23T02:28:55
