id;rating;comment;review_date
1;1;../fake-data/blob/hipster.txt;2024-10-22T23:21:49
2;2;../fake-data/blob/hipster.txt;2024-10-23T05:14:33
3;3;../fake-data/blob/hipster.txt;2024-10-23T15:15:31
4;4;../fake-data/blob/hipster.txt;2024-10-23T12:00:12
5;1;../fake-data/blob/hipster.txt;2024-10-23T10:43:05
6;1;../fake-data/blob/hipster.txt;2024-10-23T07:53:46
7;3;../fake-data/blob/hipster.txt;2024-10-23T13:36:12
8;4;../fake-data/blob/hipster.txt;2024-10-23T12:13:10
9;5;../fake-data/blob/hipster.txt;2024-10-23T01:28:24
10;4;../fake-data/blob/hipster.txt;2024-10-22T17:05:27
