id;rating;comment;review_date
1;3;../fake-data/blob/hipster.txt;2024-10-23T13:31:12
2;1;../fake-data/blob/hipster.txt;2024-10-23T17:29:46
3;5;../fake-data/blob/hipster.txt;2024-10-22T23:38:55
4;2;../fake-data/blob/hipster.txt;2024-10-23T03:51:49
5;4;../fake-data/blob/hipster.txt;2024-10-22T20:34:22
6;5;../fake-data/blob/hipster.txt;2024-10-23T09:12:53
7;2;../fake-data/blob/hipster.txt;2024-10-23T02:57:36
8;3;../fake-data/blob/hipster.txt;2024-10-23T08:26:29
9;3;../fake-data/blob/hipster.txt;2024-10-23T15:51:51
10;2;../fake-data/blob/hipster.txt;2024-10-23T06:39:12
