id;rating;comment;review_date
1;4;../fake-data/blob/hipster.txt;2024-10-23T15:38:27
2;4;../fake-data/blob/hipster.txt;2024-10-22T23:34:47
3;3;../fake-data/blob/hipster.txt;2024-10-23T05:02:30
4;1;../fake-data/blob/hipster.txt;2024-10-22T21:18:56
5;3;../fake-data/blob/hipster.txt;2024-10-23T18:19:41
6;1;../fake-data/blob/hipster.txt;2024-10-23T17:33:21
7;3;../fake-data/blob/hipster.txt;2024-10-22T20:03:08
8;1;../fake-data/blob/hipster.txt;2024-10-23T10:33:37
9;3;../fake-data/blob/hipster.txt;2024-10-23T07:20:37
10;3;../fake-data/blob/hipster.txt;2024-10-23T07:02:48
