id;rating;comment;review_date
1;3;../fake-data/blob/hipster.txt;2024-10-22T18:52:03
2;3;../fake-data/blob/hipster.txt;2024-10-23T12:31:53
3;1;../fake-data/blob/hipster.txt;2024-10-23T08:34:35
4;2;../fake-data/blob/hipster.txt;2024-10-23T00:37:58
5;2;../fake-data/blob/hipster.txt;2024-10-22T23:34:40
6;3;../fake-data/blob/hipster.txt;2024-10-23T11:33:40
7;1;../fake-data/blob/hipster.txt;2024-10-23T00:54:29
8;2;../fake-data/blob/hipster.txt;2024-10-23T03:25:03
9;2;../fake-data/blob/hipster.txt;2024-10-23T11:23:03
10;1;../fake-data/blob/hipster.txt;2024-10-23T05:17:10
