id;rating;comment;review_date
1;2;../fake-data/blob/hipster.txt;2024-10-23T17:47:18
2;1;../fake-data/blob/hipster.txt;2024-10-23T01:40:13
3;3;../fake-data/blob/hipster.txt;2024-10-23T14:05:00
4;2;../fake-data/blob/hipster.txt;2024-10-22T20:24:40
5;5;../fake-data/blob/hipster.txt;2024-10-23T16:03:01
6;3;../fake-data/blob/hipster.txt;2024-10-23T17:49:07
7;3;../fake-data/blob/hipster.txt;2024-10-23T07:15:27
8;1;../fake-data/blob/hipster.txt;2024-10-23T09:16:48
9;4;../fake-data/blob/hipster.txt;2024-10-23T12:05:15
10;4;../fake-data/blob/hipster.txt;2024-10-22T18:14:22
