id;rating;comment;review_date
1;2;../fake-data/blob/hipster.txt;2024-10-21T07:38:07
2;3;../fake-data/blob/hipster.txt;2024-10-21T04:26:27
3;4;../fake-data/blob/hipster.txt;2024-10-20T20:50:17
4;3;../fake-data/blob/hipster.txt;2024-10-21T08:15:35
5;1;../fake-data/blob/hipster.txt;2024-10-20T15:43:28
6;1;../fake-data/blob/hipster.txt;2024-10-21T00:28:14
7;1;../fake-data/blob/hipster.txt;2024-10-21T01:44:06
8;4;../fake-data/blob/hipster.txt;2024-10-20T14:26:46
9;4;../fake-data/blob/hipster.txt;2024-10-20T22:33:04
10;2;../fake-data/blob/hipster.txt;2024-10-21T03:50:30
