id;rating;comment;review_date
1;3;../fake-data/blob/hipster.txt;2024-10-20T13:28:38
2;3;../fake-data/blob/hipster.txt;2024-10-21T07:08:28
3;1;../fake-data/blob/hipster.txt;2024-10-21T03:11:10
4;2;../fake-data/blob/hipster.txt;2024-10-20T19:14:33
5;2;../fake-data/blob/hipster.txt;2024-10-20T18:11:15
6;3;../fake-data/blob/hipster.txt;2024-10-21T06:10:15
7;1;../fake-data/blob/hipster.txt;2024-10-20T19:31:04
8;2;../fake-data/blob/hipster.txt;2024-10-20T22:01:38
9;2;../fake-data/blob/hipster.txt;2024-10-21T05:59:38
10;1;../fake-data/blob/hipster.txt;2024-10-20T23:53:45
