id;rating;comment;review_date
1;4;../fake-data/blob/hipster.txt;2024-10-20T21:45:49
2;1;../fake-data/blob/hipster.txt;2024-10-20T17:15:12
3;4;../fake-data/blob/hipster.txt;2024-10-20T18:28:05
4;2;../fake-data/blob/hipster.txt;2024-10-20T17:39:35
5;2;../fake-data/blob/hipster.txt;2024-10-20T17:45:48
6;2;../fake-data/blob/hipster.txt;2024-10-20T23:52:39
7;4;../fake-data/blob/hipster.txt;2024-10-20T19:05:51
8;1;../fake-data/blob/hipster.txt;2024-10-20T16:02:52
9;5;../fake-data/blob/hipster.txt;2024-10-20T20:32:59
10;1;../fake-data/blob/hipster.txt;2024-10-21T01:13:42
