id;rating;comment;review_date
1;5;../fake-data/blob/hipster.txt;2024-10-20T21:51:47
2;5;../fake-data/blob/hipster.txt;2024-10-21T03:21:30
3;2;../fake-data/blob/hipster.txt;2024-10-21T03:00:19
4;4;../fake-data/blob/hipster.txt;2024-10-21T03:32:57
5;1;../fake-data/blob/hipster.txt;2024-10-20T17:09:03
6;4;../fake-data/blob/hipster.txt;2024-10-20T22:26:07
7;1;../fake-data/blob/hipster.txt;2024-10-21T00:15:01
8;3;../fake-data/blob/hipster.txt;2024-10-21T13:37:53
9;4;../fake-data/blob/hipster.txt;2024-10-20T21:22:16
10;1;../fake-data/blob/hipster.txt;2024-10-20T22:21:55
