id;rating;comment;review_date
1;4;../fake-data/blob/hipster.txt;2024-10-21T02:02:15
2;1;../fake-data/blob/hipster.txt;2024-10-20T21:31:38
3;4;../fake-data/blob/hipster.txt;2024-10-20T22:44:31
4;2;../fake-data/blob/hipster.txt;2024-10-20T21:56:01
5;2;../fake-data/blob/hipster.txt;2024-10-20T22:02:14
6;2;../fake-data/blob/hipster.txt;2024-10-21T04:09:05
7;4;../fake-data/blob/hipster.txt;2024-10-20T23:22:17
8;1;../fake-data/blob/hipster.txt;2024-10-20T20:19:18
9;5;../fake-data/blob/hipster.txt;2024-10-21T00:49:25
10;1;../fake-data/blob/hipster.txt;2024-10-21T05:30:08
