id;rating;comment;review_date
1;2;../fake-data/blob/hipster.txt;2024-10-21T11:54:33
2;3;../fake-data/blob/hipster.txt;2024-10-21T08:42:53
3;4;../fake-data/blob/hipster.txt;2024-10-21T01:06:43
4;3;../fake-data/blob/hipster.txt;2024-10-21T12:32:01
5;1;../fake-data/blob/hipster.txt;2024-10-20T19:59:54
6;1;../fake-data/blob/hipster.txt;2024-10-21T04:44:40
7;1;../fake-data/blob/hipster.txt;2024-10-21T06:00:32
8;4;../fake-data/blob/hipster.txt;2024-10-20T18:43:12
9;4;../fake-data/blob/hipster.txt;2024-10-21T02:49:30
10;2;../fake-data/blob/hipster.txt;2024-10-21T08:06:56
