id;rating;comment;review_date
1;5;../fake-data/blob/hipster.txt;2024-10-21T10:34:20
2;4;../fake-data/blob/hipster.txt;2024-10-21T08:35:57
3;2;../fake-data/blob/hipster.txt;2024-10-20T14:48:22
4;2;../fake-data/blob/hipster.txt;2024-10-21T03:35:10
5;3;../fake-data/blob/hipster.txt;2024-10-20T12:22:16
6;3;../fake-data/blob/hipster.txt;2024-10-21T00:11:52
7;5;../fake-data/blob/hipster.txt;2024-10-21T07:38:34
8;2;../fake-data/blob/hipster.txt;2024-10-21T03:25:24
9;1;../fake-data/blob/hipster.txt;2024-10-21T02:43:38
10;1;../fake-data/blob/hipster.txt;2024-10-21T05:15:18
