id;rating;comment;review_date
1;5;../fake-data/blob/hipster.txt;2024-10-21T10:35:34
2;4;../fake-data/blob/hipster.txt;2024-10-21T08:37:11
3;2;../fake-data/blob/hipster.txt;2024-10-20T14:49:36
4;2;../fake-data/blob/hipster.txt;2024-10-21T03:36:24
5;3;../fake-data/blob/hipster.txt;2024-10-20T12:23:30
6;3;../fake-data/blob/hipster.txt;2024-10-21T00:13:06
7;5;../fake-data/blob/hipster.txt;2024-10-21T07:39:48
8;2;../fake-data/blob/hipster.txt;2024-10-21T03:26:38
9;1;../fake-data/blob/hipster.txt;2024-10-21T02:44:52
10;1;../fake-data/blob/hipster.txt;2024-10-21T05:16:32
